race_id,athlete_id,sex,age,height,weight,reaction_time,lane,temperature,humidity,wind_speed,wind_direction,altitude,track_condition,season,sprint_time
R025,A0287,male,24.3,181.0,78.5,0.19,3,18.7,77.3,-0.24,south,800,synthetic,spring,9.975
R025,A0113,female,22.3,164.8,60.6,0.161,1,20.8,38.8,-0.46,north,50,synthetic,spring,11.159
R025,A0263,male,28.6,183.7,75.6,0.157,4,19.2,83.1,-0.55,nw,100,heavy,spring,10.07
R025,A0276,male,21.4,174.7,84.5,0.195,1,25.0,61.9,-0.11,east,400,dry,summer,10.146
R025,A0238,male,22.3,181.7,77.7,0.158,6,25.5,66.5,-0.36,nw,800,synthetic,summer,10.086
R025,A0179,female,23.6,167.9,66.9,0.173,5,18.1,41.6,0.86,nw,200,wet,autumn,11.406
R025,A0123,male,23.9,179.6,73.9,0.149,5,34.0,64.7,1.95,east,200,wet,summer,9.862
R026,A0287,male,24.3,181.0,78.5,0.164,8,20.2,44.7,-1.59,se,0,synthetic,spring,10.085
R026,A0199,female,23.6,175.7,55.1,0.196,3,24.1,63.2,0.47,west,0,synthetic,summer,11.37
R026,A0252,male,24.6,190.4,76.6,0.164,1,25.3,47.4,0.3,east,1200,dry,spring,9.841
R026,A0124,male,21.0,185.6,76.8,0.153,1,25.6,45.6,-0.96,se,100,dry,summer,10.073
R026,A0115,female,18.0,168.2,65.1,0.156,3,20.6,75.6,-0.98,east,0,synthetic,spring,11.414
R026,A0151,female,21.4,171.5,55.1,0.168,1,22.1,79.7,0.7,ne,200,heavy,spring,11.831
R026,A0018,male,25.2,177.3,75.1,0.19,1,26.4,43.0,-0.3,sw,200,synthetic,spring,10.16
R026,A0048,male,22.8,185.9,72.8,0.171,4,28.3,74.3,0.17,south,0,dry,summer,10.014
R026,A0071,female,25.6,168.6,57.2,0.194,7,18.4,55.4,0.84,nw,200,dry,autumn,11.14
R026,A0121,female,22.2,158.0,55.2,0.15,8,20.7,60.2,0.55,west,50,dry,autumn,11.201
R026,A0228,male,20.4,178.1,80.7,0.181,4,19.3,45.2,-1.02,west,200,heavy,spring,10.219
R026,A0123,male,23.9,179.6,73.9,0.16,8,21.7,39.2,0.37,north,50,heavy,autumn,9.924
R026,A0096,male,26.4,181.9,82.7,0.173,7,21.2,53.4,-0.38,ne,800,wet,spring,10.371
R026,A0133,male,26.1,179.6,78.7,0.183,8,21.0,79.8,0.31,north,50,wet,spring,10.506
R026,A0252,male,24.6,190.4,76.6,0.143,6,34.0,86.0,0.46,ne,1600,dry,summer,9.953
R026,A0258,female,18.0,164.2,61.7,0.201,1,17.6,37.2,0.03,north,0,wet,autumn,11.364
R026,A0029,male,21.2,181.0,74.3,0.148,7,24.7,75.4,1.23,south,800,wet,spring,10.181
R026,A0174,male,25.9,182.0,70.2,0.165,8,26.3,45.1,-1.93,sw,1600,synthetic,summer,10.265
R026,A0211,male,18.0,185.4,74.6,0.135,3,23.1,52.7,1.13,ne,0,synthetic,summer,10.332
R026,A0232,male,24.6,171.3,72.0,0.141,2,18.3,62.7,-0.2,north,100,synthetic,autumn,9.791
R026,A0133,male,26.1,179.6,78.7,0.177,5,22.6,88.3,0.68,south,0,synthetic,spring,10.386
R026,A0022,male,27.1,185.9,88.0,0.153,8,17.9,64.9,0.12,west,50,dry,autumn,10.007
R026,A0224,male,21.6,176.6,73.5,0.156,4,17.8,57.3,-0.14,ne,400,dry,spring,10.118
R026,A0240,male,18.0,182.4,73.2,0.157,7,21.9,52.5,-1.24,north,400,dry,spring,9.982
R026,A0018,male,25.2,177.3,75.1,0.188,6,19.1,36.8,-0.58,sw,1200,synthetic,autumn,10.061
R026,A0041,male,27.5,173.1,74.3,0.198,5,23.0,47.1,-0.3,east,100,synthetic,spring,10.078
R026,A0252,male,24.6,190.4,76.6,0.191,5,18.9,54.1,-1.32,ne,200,dry,autumn,9.998
R026,A0273,female,21.7,173.0,52.4,0.182,7,24.6,43.3,-0.06,south,0,wet,spring,11.191
R026,A0135,female,22.2,167.4,64.1,0.175,8,18.1,54.5,-1.48,ne,200,heavy,spring,11.274
R026,A0001,male,24.1,175.0,79.3,0.165,7,14.1,65.3,1.82,se,200,dry,autumn,10.111
R026,A0222,male,25.5,181.3,73.2,0.171,6,24.0,49.5,-1.01,north,100,dry,spring,10.156
R026,A0239,female,25.1,167.1,62.4,0.192,6,23.6,47.1,0.06,ne,0,dry,summer,11.31
R026,A0114,female,22.2,161.9,55.9,0.16,8,21.1,83.2,0.13,east,100,synthetic,autumn,11.325
R026,A0073,male,23.9,181.0,74.1,0.165,3,21.7,77.8,0.38,nw,1600,dry,spring,9.746
R026,A0098,male,25.9,179.7,69.4,0.19,4,17.1,36.1,-1.07,south,50,heavy,autumn,10.4
R026,A0031,female,25.6,161.1,60.3,0.157,5,14.3,38.1,-0.55,north,50,wet,spring,11.041
R026,A0085,male,26.0,183.0,82.6,0.188,6,25.2,57.5,-0.73,east,0,heavy,summer,10.19
R026,A0200,female,20.1,174.1,62.0,0.199,8,25.7,57.8,-0.11,ne,0,dry,autumn,11.074
R026,A0293,female,21.7,162.8,47.9,0.178,6,20.0,61.6,-0.39,west,800,heavy,spring,11.396
R026,A0234,male,23.3,174.4,74.9,0.181,7,27.5,70.7,-1.03,se,0,synthetic,summer,10.382
R027,A0175,female,19.2,168.1,53.7,0.185,7,22.0,63.9,-0.23,south,200,dry,autumn,12.037
R027,A0171,female,20.9,167.1,64.7,0.148,8,23.2,87.7,0.59,nw,0,synthetic,spring,11.194
R027,A0078,male,23.4,190.8,82.4,0.141,1,16.3,70.4,-0.44,south,200,dry,spring,10.221
R027,A0193,female,23.5,168.3,68.3,0.133,2,25.2,79.4,-1.33,nw,100,dry,summer,11.634
R027,A0112,male,22.5,179.5,72.7,0.175,2,20.7,54.0,-0.04,south,50,synthetic,spring,10.148
R027,A0023,male,19.4,187.1,77.8,0.167,1,20.4,36.0,1.76,sw,100,dry,autumn,9.669
R027,A0237,male,22.4,177.7,79.2,0.155,1,26.7,82.0,0.16,se,100,dry,summer,10.019
R027,A0232,male,24.6,171.3,72.0,0.188,6,31.5,63.4,-0.3,sw,400,dry,summer,9.932
R027,A0182,male,27.8,176.6,74.6,0.168,7,27.9,62.9,-0.06,nw,1600,dry,summer,9.994
R027,A0284,male,26.3,181.8,74.5,0.172,1,16.3,35.9,0.81,east,1200,synthetic,autumn,10.084
R027,A0024,male,22.5,177.1,66.2,0.128,7,21.7,83.9,-0.13,north,0,synthetic,spring,9.881
R027,A0279,female,22.4,174.6,53.6,0.172,2,15.4,88.6,0.2,sw,100,wet,spring,11.571
R027,A0263,male,28.6,183.7,75.6,0.164,2,18.7,62.6,-1.52,south,1600,dry,autumn,9.964
R027,A0156,male,29.6,184.4,73.2,0.209,8,28.3,78.7,0.4,north,50,dry,summer,10.132
R027,A0073,male,23.9,181.0,74.1,0.185,3,22.3,79.6,-2.5,se,100,wet,autumn,10.087
R027,A0187,female,21.9,165.0,59.3,0.158,5,28.0,70.6,0.69,se,200,heavy,summer,11.291
R027,A0195,male,21.1,180.2,72.8,0.214,5,30.4,75.1,-0.31,south,50,synthetic,summer,10.464
R027,A0078,male,23.4,190.8,82.4,0.153,3,26.0,56.5,0.39,ne,0,wet,summer,10.277
R027,A0055,male,23.5,182.9,67.9,0.163,2,25.9,56.1,-1.17,east,800,dry,summer,10.084
R027,A0120,male,28.4,181.8,74.0,0.155,3,23.1,39.1,-0.82,se,100,synthetic,summer,10.426
R027,A0180,male,20.6,181.0,67.2,0.15,5,18.0,40.1,1.76,north,800,dry,autumn,9.959
R027,A0093,female,27.8,167.1,60.7,0.166,4,17.0,54.1,-0.15,north,0,wet,autumn,11.0
R027,A0158,female,24.3,157.2,59.9,0.197,5,28.3,52.9,-0.19,west,0,heavy,summer,10.92
R027,A0216,male,21.2,172.1,79.9,0.149,8,24.9,48.7,0.11,west,50,synthetic,summer,9.792
R027,A0075,female,20.7,164.5,61.1,0.18,8,28.7,53.6,0.11,ne,200,synthetic,spring,10.997
R027,A0156,male,29.6,184.4,73.2,0.157,5,26.9,58.0,0.19,west,200,dry,spring,10.014
R027,A0024,male,22.5,177.1,66.2,0.196,7,27.8,72.1,-0.27,south,100,heavy,summer,10.073
R027,A0067,male,26.4,186.0,80.1,0.186,2,32.2,90.0,-1.34,se,400,wet,summer,10.069
R027,A0236,female,28.3,163.3,59.4,0.194,1,23.2,49.3,0.78,ne,100,dry,spring,11.432
R027,A0203,male,28.5,177.6,73.3,0.171,6,21.7,86.7,0.38,sw,100,dry,autumn,9.84
R027,A0291,male,22.0,183.2,78.7,0.156,3,18.7,43.5,1.16,nw,400,dry,spring,10.04
R027,A0214,male,26.0,184.4,77.1,0.176,8,30.3,81.7,-0.08,east,800,wet,summer,10.268
R027,A0098,male,25.9,179.7,69.4,0.193,2,22.1,61.8,-1.18,east,1200,dry,autumn,10.293
R027,A0103,male,26.9,182.2,72.7,0.197,5,18.4,38.1,-0.11,north,100,dry,autumn,10.052
R027,A0217,male,22.5,187.4,80.9,0.192,2,13.9,62.3,-0.69,se,200,dry,spring,10.185
R027,A0257,female,22.8,168.2,57.4,0.172,1,19.1,66.9,-0.74,west,0,wet,spring,11.209
R027,A0196,male,26.1,180.6,81.4,0.158,5,27.7,54.3,-0.48,south,100,dry,summer,9.986
R027,A0041,male,27.5,173.1,74.3,0.167,7,20.1,41.6,-0.54,west,0,dry,summer,10.135
R027,A0018,male,25.2,177.3,75.1,0.178,2,18.0,57.0,1.91,ne,0,synthetic,spring,9.972
R027,A0285,male,25.5,192.0,76.7,0.136,5,25.2,43.1,-1.52,nw,0,dry,spring,10.293
R028,A0060,male,22.5,182.5,87.8,0.158,2,24.1,57.5,-0.48,east,100,wet,summer,10.208
R028,A0035,female,18.0,174.9,68.7,0.162,5,23.0,62.4,0.79,nw,1200,dry,spring,11.006
R028,A0111,male,24.7,183.3,83.3,0.175,1,22.4,74.1,-0.51,west,0,synthetic,spring,10.142
R028,A0012,female,27.3,168.6,64.6,0.131,7,21.4,87.5,0.41,south,400,dry,autumn,11.068
R028,A0221,female,20.1,170.7,56.4,0.177,6,15.5,75.4,1.02,sw,100,dry,autumn,11.691
R028,A0243,female,24.9,175.4,59.9,0.188,7,20.9,51.8,-0.41,se,1200,dry,spring,11.909
R028,A0292,male,25.7,174.3,78.1,0.178,7,25.4,63.7,-0.71,south,0,wet,summer,10.472
R028,A0277,female,26.8,166.4,62.6,0.193,8,17.1,48.7,-0.73,north,800,dry,spring,11.545
R028,A0182,male,27.8,176.6,74.6,0.174,4,23.0,61.9,-0.26,ne,200,synthetic,summer,9.932
R028,A0221,female,20.1,170.7,56.4,0.165,2,21.0,50.6,-0.33,nw,100,synthetic,autumn,11.72
R028,A0276,male,21.4,174.7,84.5,0.198,1,22.1,84.1,-0.42,east,100,dry,autumn,10.137
R028,A0015,male,22.6,181.4,72.4,0.187,5,21.5,49.3,-0.47,north,50,dry,spring,10.051
R028,A0225,male,23.7,179.9,75.8,0.189,4,27.2,54.9,0.13,south,800,wet,summer,10.31
R028,A0133,male,26.1,179.6,78.7,0.136,6,22.8,45.0,0.85,nw,400,heavy,summer,10.327
R028,A0079,male,23.3,178.5,69.3,0.204,5,21.2,69.2,-0.63,south,200,dry,autumn,9.937
R028,A0129,male,25.6,183.2,74.9,0.148,4,28.4,53.9,-0.02,ne,800,wet,summer,9.912
R028,A0292,male,25.7,174.3,78.1,0.173,8,20.7,56.6,-1.14,north,50,wet,autumn,10.525
R028,A0226,male,20.9,185.9,81.6,0.177,3,23.3,64.8,-1.12,east,0,dry,summer,10.081
R028,A0089,female,20.6,162.1,59.5,0.171,4,21.5,78.1,1.33,west,50,dry,spring,11.442
R028,A0169,male,19.2,187.0,74.1,0.165,4,23.6,45.5,-1.26,se,200,dry,spring,10.443
R028,A0183,female,22.9,168.1,52.8,0.154,2,14.5,35.2,-0.63,nw,1600,dry,autumn,11.328
R028,A0038,male,24.4,190.1,77.2,0.137,4,28.2,88.9,-0.77,nw,200,synthetic,summer,10.302
R028,A0292,male,25.7,174.3,78.1,0.186,8,19.7,57.1,-0.01,ne,100,heavy,spring,10.522
R028,A0185,male,28.7,176.7,76.5,0.173,3,29.2,47.0,-0.12,east,800,dry,summer,10.028
R028,A0150,male,22.2,182.1,80.7,0.197,3,25.4,79.5,0.77,se,50,dry,summer,10.009
R028,A0155,female,22.3,158.8,56.8,0.165,6,27.6,45.8,-0.19,se,0,dry,summer,11.231
R028,A0027,male,25.3,177.2,81.4,0.126,2,25.9,40.7,0.04,east,0,dry,summer,10.111
R028,A0230,female,23.4,170.9,61.1,0.183,6,29.1,86.4,-0.86,south,0,dry,summer,11.478
R028,A0081,female,23.8,164.4,66.4,0.171,4,19.1,55.1,0.89,east,0,wet,spring,10.946
R028,A0048,male,22.8,185.9,72.8,0.142,7,20.7,87.2,-0.08,west,50,dry,spring,10.027
R028,A0274,female,22.1,164.2,60.9,0.196,8,15.2,80.0,0.16,se,1200,heavy,autumn,11.321
R028,A0165,male,18.9,189.0,78.1,0.147,5,21.6,38.8,1.2,nw,0,synthetic,spring,9.958
R028,A0012,female,27.3,168.6,64.6,0.179,8,28.5,74.7,-1.16,south,0,dry,summer,11.263
R028,A0243,female,24.9,175.4,59.9,0.163,5,24.2,76.3,1.23,nw,50,synthetic,summer,11.822
R028,A0237,male,22.4,177.7,79.2,0.145,7,19.2,55.0,0.11,nw,800,dry,autumn,9.937
R028,A0062,male,26.5,185.8,75.9,0.157,2,23.0,36.9,-1.23,north,0,dry,autumn,9.854
R028,A0107,male,25.2,181.2,69.2,0.142,8,20.4,42.2,1.07,west,50,dry,spring,9.747
R028,A0292,male,25.7,174.3,78.1,0.193,8,30.0,67.8,-0.97,west,400,wet,summer,10.667
R028,A0191,male,23.3,179.9,79.6,0.167,1,19.9,51.9,1.25,east,1200,dry,spring,10.154
R028,A0285,male,25.5,192.0,76.7,0.151,3,19.2,47.1,0.81,ne,0,synthetic,autumn,10.144
R029,A0061,male,22.2,185.3,72.2,0.183,2,24.9,87.8,-0.62,west,100,wet,autumn,10.381
R029,A0297,female,21.7,166.9,60.8,0.157,6,27.7,41.1,-1.28,west,100,dry,summer,11.278
R029,A0249,female,23.5,171.4,56.1,0.158,2,16.3,42.0,1.72,north,800,wet,spring,11.268
R029,A0275,male,22.2,183.1,78.4,0.176,7,25.1,46.6,0.73,sw,0,wet,summer,10.235
R029,A0057,male,24.8,183.0,67.4,0.192,4,22.6,52.0,-0.31,east,100,dry,spring,9.933
R029,A0292,male,25.7,174.3,78.1,0.146,5,22.7,61.1,-0.03,ne,200,synthetic,autumn,10.245
R029,A0211,male,18.0,185.4,74.6,0.148,7,25.9,66.1,-0.06,nw,0,dry,summer,10.509
R029,A0049,male,24.3,192.6,78.6,0.182,3,20.5,45.7,0.42,west,100,dry,autumn,10.058
R029,A0238,male,22.3,181.7,77.7,0.201,1,20.6,48.5,-0.04,nw,100,dry,spring,10.14
R029,A0176,male,23.6,183.2,83.1,0.15,1,15.5,69.2,0.05,se,0,wet,autumn,10.262
R029,A0009,female,25.5,166.5,59.6,0.186,8,29.0,35.2,-0.37,sw,0,dry,summer,11.596
R029,A0013,female,18.0,167.1,56.3,0.144,8,18.1,84.7,-0.39,north,400,dry,autumn,10.83
R029,A0283,male,22.3,180.8,72.3,0.162,6,27.4,35.7,-0.93,ne,50,dry,summer,10.295
R029,A0146,male,24.6,167.9,80.8,0.177,4,25.4,67.4,-0.09,east,1200,dry,summer,10.152
R029,A0061,male,22.2,185.3,72.2,0.169,1,30.4,47.8,0.92,se,0,synthetic,summer,10.185
R029,A0259,male,24.0,179.6,77.9,0.197,5,29.1,78.1,-0.68,sw,50,dry,summer,10.615
R029,A0050,male,26.0,177.3,73.1,0.2,5,18.6,44.9,0.39,nw,1200,wet,autumn,10.173
R029,A0009,female,25.5,166.5,59.6,0.19,7,23.9,52.2,-0.15,east,1600,dry,spring,11.407
R029,A0017,male,29.3,176.8,81.2,0.164,6,17.9,42.5,0.08,se,100,wet,spring,10.114
R029,A0079,male,23.3,178.5,69.3,0.176,2,21.4,54.1,0.23,east,1200,wet,spring,9.939
R029,A0283,male,22.3,180.8,72.3,0.135,2,22.3,53.4,-0.36,south,50,synthetic,summer,10.208
R029,A0123,male,23.9,179.6,73.9,0.134,6,28.6,82.9,-1.18,nw,0,dry,summer,9.954
R029,A0262,female,19.2,168.7,62.8,0.202,5,24.1,42.8,-0.15,se,0,dry,summer,11.35
R029,A0111,male,24.7,183.3,83.3,0.176,6,27.9,74.1,0.46,nw,1200,dry,summer,10.086
R029,A0087,female,24.4,163.8,59.2,0.17,5,17.2,65.8,-0.95,se,0,dry,spring,11.487
R029,A0168,male,27.7,182.9,71.4,0.184,7,27.8,54.1,0.74,se,1200,synthetic,summer,10.102
R029,A0300,male,19.0,182.1,73.3,0.164,2,27.3,74.7,-0.49,south,50,dry,summer,10.237
R029,A0103,male,26.9,182.2,72.7,0.153,2,16.9,41.3,-0.26,north,100,dry,spring,10.047
R029,A0206,male,19.9,172.7,77.1,0.172,3,19.0,37.4,0.42,sw,50,dry,autumn,9.847
R029,A0054,female,23.7,172.7,54.2,0.149,1,21.0,44.9,0.03,ne,50,dry,summer,11.102
R029,A0285,male,25.5,192.0,76.7,0.184,8,33.1,61.7,1.23,ne,50,dry,summer,10.325
R029,A0256,male,20.8,181.2,76.0,0.173,7,16.6,49.6,-0.66,south,100,dry,spring,10.103
R029,A0065,male,26.7,179.2,85.3,0.139,7,19.9,36.6,0.53,west,0,synthetic,spring,10.114
R029,A0061,male,22.2,185.3,72.2,0.162,3,25.8,51.0,0.1,sw,100,dry,summer,10.228
R029,A0173,male,22.6,183.5,72.6,0.192,2,22.2,36.4,-0.3,north,50,synthetic,spring,9.845
R029,A0028,male,26.3,183.2,78.4,0.165,3,28.9,42.8,-1.42,sw,0,dry,summer,10.251
R029,A0121,female,22.2,158.0,55.2,0.184,4,19.7,58.4,0.39,south,50,wet,autumn,11.215
R029,A0258,female,18.0,164.2,61.7,0.165,5,28.8,35.3,0.31,sw,0,dry,summer,11.281
R029,A0116,female,22.8,164.2,56.5,0.129,7,23.2,54.4,0.31,se,800,wet,spring,11.183
R029,A0007,male,22.0,184.9,77.5,0.19,1,27.7,68.5,1.5,se,100,synthetic,summer,10.076
R030,A0229,female,21.3,167.9,59.8,0.171,4,21.2,64.2,-0.81,se,0,dry,autumn,11.036
R030,A0225,male,23.7,179.9,75.8,0.17,8,23.4,60.2,0.9,north,100,synthetic,summer,10.215
R030,A0096,male,26.4,181.9,82.7,0.153,2,24.0,62.8,-0.23,nw,200,dry,spring,10.273
R030,A0239,female,25.1,167.1,62.4,0.134,2,23.1,77.3,-0.18,south,50,synthetic,spring,11.302
R030,A0255,male,22.1,185.2,72.7,0.216,1,22.6,49.1,-0.97,se,400,heavy,spring,10.444
R030,A0065,male,26.7,179.2,85.3,0.16,6,17.7,81.2,1.03,south,50,dry,autumn,10.178
R030,A0287,male,24.3,181.0,78.5,0.184,8,19.7,66.5,-0.16,south,200,synthetic,spring,9.924
R030,A0294,male,18.6,174.3,80.4,0.183,5,26.2,41.9,0.68,east,0,synthetic,summer,10.169
R030,A0221,female,20.1,170.7,56.4,0.121,4,20.6,80.0,0.12,nw,200,dry,autumn,11.682
R030,A0144,male,21.7,170.6,74.8,0.198,3,24.0,66.3,0.16,north,400,dry,summer,10.502
R030,A0051,female,24.9,172.6,54.0,0.183,1,15.8,53.6,-0.47,sw,100,dry,spring,11.473
R030,A0087,female,24.4,163.8,59.2,0.202,3,29.2,65.4,-0.89,north,50,synthetic,summer,11.476
R030,A0113,female,22.3,164.8,60.6,0.135,3,12.0,70.2,-0.8,sw,100,synthetic,autumn,11.211
R030,A0058,male,22.1,185.5,81.3,0.141,3,21.5,43.6,0.04,nw,200,dry,spring,10.382
R030,A0261,female,23.8,178.1,64.8,0.145,6,17.7,64.8,-0.57,west,50,dry,spring,11.319
R030,A0218,female,18.8,166.9,59.8,0.185,4,27.4,81.8,-0.39,south,800,dry,summer,11.872
R030,A0017,male,29.3,176.8,81.2,0.192,2,14.8,42.7,-0.36,ne,50,dry,spring,10.12
R030,A0043,male,21.1,179.8,71.1,0.185,7,22.0,77.6,0.26,north,0,wet,spring,10.053
R030,A0143,male,30.5,177.8,77.3,0.174,1,16.2,68.6,0.21,south,50,wet,spring,10.014
R030,A0294,male,18.6,174.3,80.4,0.172,8,21.5,70.5,-0.68,west,0,dry,summer,10.313
R030,A0209,male,25.2,188.4,75.1,0.163,7,14.3,87.4,-0.73,south,1200,dry,spring,10.228
R030,A0004,male,25.9,181.2,76.4,0.192,6,21.9,65.5,-0.9,se,400,wet,autumn,10.748
R030,A0214,male,26.0,184.4,77.1,0.166,1,27.8,52.5,-0.23,south,50,dry,summer,10.164
R030,A0196,male,26.1,180.6,81.4,0.192,8,17.8,36.1,0.2,east,50,wet,autumn,10.09
R030,A0103,male,26.9,182.2,72.7,0.175,5,30.1,38.5,-1.8,ne,50,dry,summer,10.187
R030,A0230,female,23.4,170.9,61.1,0.182,5,19.1,83.6,-0.76,nw,200,dry,autumn,11.394
R030,A0258,female,18.0,164.2,61.7,0.16,1,29.0,42.5,0.84,south,0,synthetic,summer,11.262
R030,A0132,male,25.2,183.5,79.4,0.164,2,20.0,71.1,0.81,east,400,dry,spring,10.254
R030,A0231,female,30.7,168.6,62.1,0.143,2,32.4,85.3,-1.07,nw,50,dry,summer,11.288
R030,A0121,female,22.2,158.0,55.2,0.195,3,22.8,85.1,0.21,west,50,synthetic,spring,11.26
R030,A0110,male,24.7,184.4,83.9,0.182,8,21.3,40.6,0.09,se,1600,dry,autumn,9.966
R030,A0207,male,18.9,181.1,85.3,0.169,1,16.7,63.7,1.12,south,400,dry,autumn,9.943
R030,A0278,female,20.3,166.7,63.8,0.19,7,26.5,52.1,0.86,nw,0,dry,summer,11.583
R030,A0113,female,22.3,164.8,60.6,0.157,5,23.9,87.1,-0.66,ne,200,dry,spring,11.201
R030,A0084,male,24.1,181.4,74.4,0.167,7,14.1,39.9,-1.59,nw,0,heavy,autumn,10.247
R030,A0210,male,23.9,177.7,82.1,0.147,3,16.7,63.8,-0.12,west,0,dry,spring,10.25
R030,A0006,male,24.6,175.0,83.0,0.18,7,22.8,44.5,-1.38,ne,0,synthetic,spring,10.052
R030,A0186,female,23.5,166.5,57.5,0.189,8,23.2,82.7,-0.94,east,0,dry,summer,10.888
R030,A0143,male,30.5,177.8,77.3,0.16,7,29.9,66.0,0.65,ne,200,synthetic,summer,9.933
R030,A0031,female,25.6,161.1,60.3,0.146,4,12.0,39.3,-0.02,west,200,dry,autumn,11.021
R031,A0057,male,24.8,183.0,67.4,0.177,7,22.6,49.3,0.56,sw,100,synthetic,spring,9.933
R031,A0165,male,18.9,189.0,78.1,0.145,3,25.0,73.1,-0.43,sw,0,dry,summer,10.188
R031,A0075,female,20.7,164.5,61.1,0.139,7,16.6,72.1,0.73,west,400,dry,autumn,10.863
R031,A0200,female,20.1,174.1,62.0,0.175,3,17.3,53.8,0.71,sw,0,heavy,spring,11.141
R031,A0187,female,21.9,165.0,59.3,0.176,4,26.4,74.8,0.55,west,100,dry,summer,11.213
R031,A0187,female,21.9,165.0,59.3,0.15,2,17.9,52.4,-1.02,north,1600,wet,autumn,11.281
R031,A0295,male,19.1,181.5,72.3,0.135,4,31.2,60.3,-0.12,ne,0,dry,summer,9.936
R031,A0167,male,23.7,177.1,75.1,0.186,6,22.8,60.9,0.33,sw,800,dry,summer,9.913
R031,A0193,female,23.5,168.3,68.3,0.224,6,21.5,81.0,-0.52,se,100,synthetic,spring,11.625
R031,A0112,male,22.5,179.5,72.7,0.122,4,21.1,52.4,1.2,nw,800,dry,autumn,9.912
R031,A0253,female,24.7,171.7,63.8,0.13,6,27.8,70.8,1.42,nw,100,synthetic,summer,11.425
R031,A0240,male,18.0,182.4,73.2,0.197,6,21.2,85.5,-0.68,se,50,wet,spring,10.148
R031,A0096,male,26.4,181.9,82.7,0.149,6,16.4,75.6,-0.15,east,200,synthetic,spring,10.267
R031,A0225,male,23.7,179.9,75.8,0.135,8,17.6,89.0,0.26,nw,400,dry,autumn,10.286
R031,A0063,female,26.1,160.0,60.9,0.167,3,21.5,40.3,-1.22,nw,0,dry,spring,11.321
R031,A0189,male,30.2,182.6,75.6,0.195,7,19.9,68.4,1.93,sw,0,wet,autumn,9.972
R031,A0063,female,26.1,160.0,60.9,0.172,6,18.6,46.8,-1.31,north,200,synthetic,spring,11.279
R031,A0088,female,23.7,178.7,56.1,0.186,7,21.4,45.0,0.74,north,200,wet,summer,10.959
R031,A0243,female,24.9,175.4,59.9,0.157,2,26.1,75.3,2.47,west,50,dry,summer,11.76
R031,A0227,female,20.4,160.6,64.2,0.143,5,23.1,42.8,-0.36,west,50,synthetic,autumn,11.321
R031,A0150,male,22.2,182.1,80.7,0.171,5,28.3,87.1,-0.0,west,0,dry,summer,10.168
R031,A0066,male,24.9,180.7,81.0,0.145,8,28.6,59.9,-0.83,west,0,heavy,summer,10.069
R031,A0034,female,21.8,180.2,56.6,0.171,8,27.9,54.2,0.48,sw,200,wet,summer,11.78
R031,A0032,male,20.9,189.0,70.7,0.152,3,28.1,65.3,-0.34,sw,0,synthetic,summer,10.047
R031,A0107,male,25.2,181.2,69.2,0.148,6,25.2,74.5,2.5,sw,0,dry,summer,9.647
R031,A0152,male,22.4,179.8,75.3,0.18,2,25.2,81.8,0.21,west,100,dry,summer,10.371
R031,A0054,female,23.7,172.7,54.2,0.167,6,27.2,45.8,2.39,se,50,dry,summer,10.953
R031,A0115,female,18.0,168.2,65.1,0.18,6,14.4,55.6,-0.53,se,200,synthetic,spring,11.408
R031,A0025,male,27.8,175.8,78.8,0.232,7,12.0,73.3,0.1,west,50,wet,autumn,10.214
R031,A0079,male,23.3,178.5,69.3,0.158,3,29.7,78.4,0.03,se,0,synthetic,summer,10.03
R031,A0043,male,21.1,179.8,71.1,0.203,8,30.2,58.5,1.29,sw,0,wet,summer,10.036
R031,A0238,male,22.3,181.7,77.7,0.192,4,30.8,52.8,-0.65,ne,0,heavy,summer,10.279
R031,A0107,male,25.2,181.2,69.2,0.168,3,28.1,56.1,1.55,nw,0,dry,summer,9.772
R031,A0023,male,19.4,187.1,77.8,0.159,5,17.6,51.0,-0.99,nw,50,wet,autumn,9.914
R031,A0074,female,28.6,168.2,53.7,0.207,1,15.3,50.8,0.64,se,0,synthetic,spring,11.668
R031,A0100,male,21.3,189.4,66.2,0.193,6,30.8,53.8,0.13,east,400,dry,summer,10.183
R031,A0093,female,27.8,167.1,60.7,0.153,4,26.4,53.3,0.03,sw,100,wet,summer,10.929
R031,A0252,male,24.6,190.4,76.6,0.214,4,26.7,39.3,0.54,west,0,dry,summer,9.94
R031,A0062,male,26.5,185.8,75.9,0.176,4,18.1,67.8,0.36,west,200,dry,autumn,9.826
R031,A0014,male,23.0,182.5,71.7,0.171,6,18.4,83.7,0.36,north,50,synthetic,spring,10.301
R032,A0243,female,24.9,175.4,59.9,0.188,8,18.4,59.5,0.74,nw,800,synthetic,spring,11.865
R032,A0058,male,22.1,185.5,81.3,0.184,4,21.9,71.9,-1.0,sw,200,synthetic,spring,10.404
R032,A0128,female,22.6,167.7,61.0,0.19,5,24.8,86.6,-0.94,se,800,wet,spring,11.592
R032,A0087,female,24.4,163.8,59.2,0.194,8,24.5,68.6,-0.68,west,800,wet,summer,11.455
R032,A0087,female,24.4,163.8,59.2,0.166,3,17.7,43.6,0.64,se,50,synthetic,autumn,11.252
R032,A0127,female,23.6,164.5,61.2,0.17,2,20.8,36.7,1.14,sw,1200,dry,spring,11.257
R032,A0128,female,22.6,167.7,61.0,0.157,6,24.1,75.4,0.42,sw,800,dry,summer,11.328
